original_index,question,cypher,typeql,review_reason
378,"List the top 5 movies with a release date on or before December 31, 1990.","MATCH (m:Movie) WHERE m.release_date <= date('1990-12-31') RETURN m.title, m.release_date ORDER BY m.release_date DESC LIMIT 5","match $m isa movie; $m has release_date $release_date; $m has title $title; sort $release_date desc; limit 5; fetch { ""title"": $title, ""release_date"": $release_date };
  $release_date <= 1990-12-31;",Missing date filter for <= 1990-12-31
381,What are the first 3 movies that have a budget exactly 50 million USD?,MATCH (m:Movie) WHERE m.budget = 50000000 RETURN m.title LIMIT 3,"match $m isa movie; $m has budget $budget; $m has title $title; limit 3; fetch { ""title"": $title };
  $budget == 50000000;",Missing filter for budget = 50000000
383,Which 3 movies have an average vote greater than 8 and have been produced in 'France'?,MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(:Country {name: 'France'}) WHERE m.average_vote > 8 RETURN m.title LIMIT 3,"match $m isa movie; $country isa country, has country_name 'France'; (media: $m, country: $country) isa produced_in_country; $m has average_vote $average_vote; $m has title $title; $average_vote > 8; limit 3; fetch { ""title"": $title };",Missing relation to filter by country 'France'
384,List the top 5 movies that have a runtime exactly 90 minutes.,"MATCH (m:Movie) WHERE m.runtime = 90 RETURN m.title, m.runtime ORDER BY m.popularity DESC LIMIT 5","match $m isa movie; $m has runtime $runtime; $m has title $title; $m has popularity $popularity; sort $popularity desc; limit 5; fetch { ""title"": $title, ""runtime"": $runtime };
  $runtime == 90;",Missing filter for runtime = 90
385,Name the top 5 videos that were released in the year 2010 or later.,MATCH (v:Video) WHERE v.release_date >= date('2010-01-01') RETURN v.title ORDER BY v.popularity DESC LIMIT 5,"match $v isa video; $v has release_date $release_date; $v has title $title; $v has popularity $popularity; sort $popularity desc; limit 5; fetch { ""title"": $title };
  $release_date >= 2010-01-01;",Missing date filter for >= 2010
397,List the top 5 movies released in the 1990s.,"MATCH (m:Movie) WHERE m.release_date >= date('1990-01-01') AND m.release_date < date('2000-01-01') RETURN m.title, m.release_date ORDER BY m.popularity DESC LIMIT 5","match $m isa movie; $m has release_date $release_date; $m has title $title; $m has popularity $popularity; sort $popularity desc; limit 5; fetch { ""title"": $title, ""release_date"": $release_date };
  $release_date <= 2000-01-01;
  $release_date >= 1990-01-01;",Missing date range filter for 1990s
404,What are the names of the top 3 most popular movies released before 2000?,"MATCH (m:Movie) WHERE m.release_date < date('2000-01-01') RETURN m.title AS movie, m.popularity AS popularity ORDER BY m.popularity DESC LIMIT 3","match $m isa movie; $m has release_date $release_date; $m has title $title; $m has popularity $popularity; sort $popularity desc; limit 3; fetch { ""movie"": $title, ""popularity"": $popularity };
  $release_date <= 2000-01-01;",Missing date filter for before 2000
406,What are the first 5 production companies producing films in the 'Animation' genre?,MATCH (g:Genre {name: 'Animation'})<-[:IN_GENRE]-(m:Movie)<-[:PRODUCED_BY]-(c:ProductionCompany) RETURN c.name AS company ORDER BY company LIMIT 5,"match $g isa genre, has genre_name 'Animation'; $m isa movie; $c isa production_company; $rel0 (genre: $g, media: $m) isa in_genre; $c has production_company_name $production_company_name_c; limit 5; fetch { ""company"": $production_company_name_c };",Missing produced_by relation between movie and production company; missing sort
413,What are the top 3 highest-grossing movies directed by a person named 'Tom Hanks'?,"MATCH (p:Person {name: 'Tom Hanks'})-[:CREW_FOR {job: 'Director'}]->(m:Movie) RETURN m.title AS movie, m.revenue AS revenue ORDER BY revenue DESC LIMIT 3","match $p isa person, has person_name 'Tom Hanks'; $m isa movie; $rel0 (crew_member: $p, film: $m) isa crew_for, has job ""Director""; $m has title $title_m; $m has revenue $revenue_m; limit 3; fetch { ""movie"": $title_m, ""revenue"": $revenue_m };",Missing filter for job = 'Director'; missing sort by revenue
421,What are the first 5 actors who have starred in both a movie and an adult film?,MATCH (p:Person)-[:CAST_FOR]->(m:Movie) WHERE EXISTS { (p)-[:CAST_FOR]->(:Adult) } RETURN p.name LIMIT 5,"match $p isa person; $m isa movie; $rel0 (actor: $p, film: $m) isa cast_for; $p has person_name $person_name_p; limit 5; fetch { ""name"": $person_name_p };",Missing EXISTS check for adult film cast
424,Name the first 5 movies that have a poster path ending in '.jpg'.,MATCH (m:Movie) WHERE m.poster_path IS NOT NULL AND m.poster_path ENDS WITH '.jpg' RETURN m.title LIMIT 5,"match $m isa movie; $m has poster_path $poster_path; $m has title $title; limit 5; fetch { ""title"": $title };",Missing ENDS WITH filter for '.jpg'
426,Which 3 movies have the highest revenue and were released in the 'United States of America'?,"MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(:Country {name: 'United States of America'}) RETURN m.title, m.revenue ORDER BY m.revenue DESC LIMIT 3","match $m isa movie; $country isa country, has country_name 'United States of America'; (media: $m, country: $country) isa produced_in_country; $m has title $title; $m has revenue $revenue; sort $revenue desc; limit 3; fetch { ""title"": $title, ""revenue"": $revenue };",Missing relation to filter by country 'United States of America'
427,List the first 5 movies that are part of a collection and have a revenue greater than 100 million dollars.,"MATCH (m:Movie)-[:IN_COLLECTION]->(:Collection) WHERE m.revenue > 100000000 RETURN m.title, m.revenue ORDER BY m.revenue DESC LIMIT 5","match $m isa movie; $collection isa collection; (media: $m, collection: $collection) isa in_collection; $m has revenue $revenue; $m has title $title; $revenue > 100000000; sort $revenue desc; limit 5; fetch { ""title"": $title, ""revenue"": $revenue };",Missing in_collection relation
433,Which 3 movies have the longest runtime and were released after 2000?,"MATCH (m:Movie) WHERE m.release_date > date('2000-01-01') AND m.runtime IS NOT NULL RETURN m.title, m.runtime ORDER BY m.runtime DESC LIMIT 3","match $m isa movie; $m has release_date $release_date; $m has runtime $runtime; $m has title $title; sort $runtime desc; limit 3; fetch { ""title"": $title, ""runtime"": $runtime };
  $release_date >= 2000-01-01;",Missing date filter for after 2000
438,List the first 5 movies that were produced in the country 'United States of America' and have a revenue over 50 million dollars.,"MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(:Country {name: 'United States of America'}) WHERE m.revenue > 50000000 RETURN m.title, m.revenue LIMIT 5","match $m isa movie; $country isa country, has country_name 'United States of America'; (media: $m, country: $country) isa produced_in_country; $m has revenue $revenue; $m has title $title; $revenue > 50000000; limit 5; fetch { ""title"": $title, ""revenue"": $revenue };",Missing relation to filter by country 'United States of America'
442,List the top 5 movies that have a runtime longer than 150 minutes and were released before 2010.,"MATCH (m:Movie) WHERE m.runtime > 150 AND m.release_date < date('2010-01-01') RETURN m.title, m.runtime, m.release_date ORDER BY m.runtime DESC LIMIT 5","match $m isa movie; $m has runtime $runtime; $m has release_date $release_date; $m has title $title; $runtime > 150; sort $runtime desc; limit 5; fetch { ""title"": $title, ""runtime"": $runtime, ""release_date"": $release_date };
  $release_date <= 2010-01-01;",Missing date filter for before 2010
444,Which 3 movies have the highest popularity and were released in the last 5 years?,"MATCH (m:Movie) WHERE m.release_date >= date() - duration('P5Y') RETURN m.title, m.popularity ORDER BY m.popularity DESC LIMIT 3","match $m isa movie; $m has release_date $release_date; $m has title $title; $m has popularity $popularity; sort $popularity desc; limit 3; fetch { ""title"": $title, ""popularity"": $popularity };",Missing date filter for last 5 years
447,What are the 3 most popular movies in the genre 'Comedy'?,"MATCH (m:Movie)-[:IN_GENRE]->(:Genre {name: 'Comedy'}) RETURN m.title, m.popularity ORDER BY m.popularity DESC LIMIT 3","match $m isa movie; $m has title $title; $m has popularity $popularity; sort $popularity desc; limit 3; fetch { ""title"": $title, ""popularity"": $popularity };
  $genre isa genre, has genre_name 'Comedy';
  (media: $m, genre: $genre) isa in_genre;",Missing relation to filter by genre 'Comedy'
449,List the first 5 movies that have a tagline and were released after 2010.,"MATCH (m:Movie) WHERE m.tagline IS NOT NULL AND m.release_date > date('2010-01-01') RETURN m.title, m.tagline, m.release_date LIMIT 5","match $m isa movie; $m has tagline $tagline; $m has release_date $release_date; $m has title $title; limit 5; fetch { ""title"": $title, ""tagline"": $tagline, ""release_date"": $release_date };
  $release_date >= 2010-01-01;",Missing date filter for after 2010
451,Name the first 3 adult films that were produced in the country 'Italy'.,MATCH (a:Adult)-[:PRODUCED_IN_COUNTRY]->(:Country {name: 'Italy'}) RETURN a.title LIMIT 3,"match $a isa adult; $country isa country, has country_name 'Italy'; (media: $a, country: $country) isa produced_in_country; $a has title $title; limit 3; fetch { ""title"": $title };",Missing relation to filter by country 'Italy'
455,Which 3 movies have the lowest average vote and were released before 2000?,"MATCH (m:Movie) WHERE m.release_date < date('2000-01-01') AND m.average_vote IS NOT NULL RETURN m.title, m.average_vote, m.release_date ORDER BY m.average_vote LIMIT 3","match $m isa movie; $m has release_date $release_date; $m has average_vote $average_vote; $m has title $title; sort $average_vote asc; limit 3; fetch { ""title"": $title, ""average_vote"": $average_vote, ""release_date"": $release_date };
  $release_date <= 2000-01-01;",Missing date filter for before 2000
458,What are the 3 most popular movies that have been released since 2015?,"MATCH (m:Movie) WHERE m.release_date >= date('2015-01-01') AND m.popularity IS NOT NULL RETURN m.title, m.popularity ORDER BY m.popularity DESC LIMIT 3","match $m isa movie; $m has release_date $release_date; $m has popularity $popularity; $m has title $title; sort $popularity desc; limit 3; fetch { ""title"": $title, ""popularity"": $popularity };
  $release_date >= 2015-01-01;",Missing date filter for >= 2015
462,Name the first 3 movies that have a poster path ending in '/pQFoyx7rp09CJTAb932F2g8Nlho.jpg'.,MATCH (m:Movie) WHERE m.poster_path ENDS WITH '/pQFoyx7rp09CJTAb932F2g8Nlho.jpg' RETURN m.title LIMIT 3,"match $m isa movie; $m has poster_path $poster_path; $m has title $title; limit 3; fetch { ""title"": $title };",Missing ENDS WITH filter
464,List the top 5 movies that have been part of at least one collection.,"MATCH (m:Movie)-[:IN_COLLECTION]->(:Collection) RETURN m.title, m.popularity ORDER BY m.popularity DESC LIMIT 5","match $m isa movie; $collection isa collection; (media: $m, collection: $collection) isa in_collection; $m has title $title; $m has popularity $popularity; sort $popularity desc; limit 5; fetch { ""title"": $title, ""popularity"": $popularity };",Missing in_collection relation
468,Name the first 5 movies that have a release date before 1990.,MATCH (m:Movie) WHERE m.release_date < date('1990-01-01') RETURN m.title LIMIT 5,"match $m isa movie; $m has release_date $release_date; $m has title $title; limit 5; fetch { ""title"": $title };
  $release_date <= 1990-01-01;",Missing date filter for before 1990
477,Which 3 movies have the highest revenue and were released in the 'United Kingdom'?,"MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(:Country {name: 'United Kingdom'}) RETURN m.title, m.revenue ORDER BY m.revenue DESC LIMIT 3","match $m isa movie; $country isa country, has country_name 'United Kingdom'; (media: $m, country: $country) isa produced_in_country; $m has title $title; $m has revenue $revenue; sort $revenue desc; limit 3; fetch { ""title"": $title, ""revenue"": $revenue };",Missing relation to filter by country 'United Kingdom'
488,Find all movies released before 2000 with an average vote greater than 8.,MATCH (m:Movie) WHERE m.release_date < date('2000-01-01') AND m.average_vote > 8 RETURN m,"match $m isa movie; $m has release_date $release_date; $m has average_vote $average_vote; $average_vote > 8;
  $release_date <= 2000-01-01;",Missing date filter for before 2000; missing fetch clause
493,Which genres are associated with movies directed by 'Steven Spielberg'?,MATCH (p:Person {name: 'Steven Spielberg'})-[:CREW_FOR {job: 'Director'}]->(m:Movie)-[:IN_GENRE]->(g:Genre) RETURN DISTINCT g.name AS genre,"match $p isa person, has person_name 'Steven Spielberg'; $m isa movie; $g isa genre; $rel0 (crew_member: $p, film: $m) isa crew_for, has job ""Director""; $g has genre_name $genre_name_g; fetch { ""genre"": $genre_name_g, ""name"": $genre_name_g };",Missing filter for job = 'Director'; missing in_genre relation
497,What are the names of people who have directed movies with a budget over 50 million USD?,MATCH (p:Person)-[:CREW_FOR {job: 'Director'}]->(m:Movie) WHERE m.budget > 50000000 RETURN DISTINCT p.name,"match $p isa person; $m isa movie; $rel0 (crew_member: $p, film: $m) isa crew_for, has job ""Director""; $p has person_name $person_name_p; $m has budget $budget_m; $budget_m > 50000000; fetch { ""name"": $person_name_p };",Missing filter for job = 'Director'
499,List all movies that are part of any collection and have a revenue less than 1 million USD.,"MATCH (m:Movie)-[:IN_COLLECTION]->(:Collection) WHERE m.revenue < 1000000 RETURN m.title, m.revenue","match $m isa movie; $collection isa collection; (media: $m, collection: $collection) isa in_collection; $m has revenue $revenue; $m has title $title; $revenue < 1000000; fetch { ""title"": $title, ""revenue"": $revenue };",Missing in_collection relation
507,Which movies have a runtime that is exactly 90 minutes?,MATCH (m:Movie) WHERE m.runtime = 90 RETURN m.title,"match $m isa movie; $m has runtime $runtime; $m has title $title; fetch { ""title"": $title };
  $runtime == 90;",Missing filter for runtime = 90
509,List the movies that have a budget of zero.,MATCH (m:Movie) WHERE m.budget = 0 RETURN m.title,"match $m isa movie; $m has budget $budget; $m has title $title; fetch { ""title"": $title };",Missing filter for budget = 0
512,List the top 3 highest-grossing movies of 1995.,"MATCH (m:Movie) WHERE m.release_date STARTS WITH '1995' AND m.revenue IS NOT NULL RETURN m.title, m.revenue ORDER BY m.revenue DESC LIMIT 3","match $m isa movie; $m has release_date $release_date; $m has title $title; $m has revenue $revenue; sort $revenue desc; limit 3; fetch { ""title"": $title, ""revenue"": $revenue };",Missing date filter for 1995
514,Which movies are associated with the keyword 'family' and have a release date in the last 5 years?,"MATCH (m:Movie)-[:HAS_KEYWORD]->(k:Keyword {name: 'family'}) WHERE m.release_date >= date() - duration('P5Y') RETURN m.title, m.release_date","match $m isa movie; $k isa keyword, has keyword_name 'family'; $rel0 (media: $m, keyword: $k) isa has_keyword; $m has release_date $release_date_m; $m has title $title_m; fetch { ""title"": $title_m, ""release_date"": $release_date_m };",Missing date filter for last 5 years
515,List the production companies that have produced movies with an original language of Spanish.,MATCH (m:Movie)-[:ORIGINAL_LANGUAGE]->(:Language {name: 'es'}) MATCH (m)-[:PRODUCED_BY]->(c:ProductionCompany) RETURN DISTINCT c.name,"match $m isa movie; $c isa production_company; $rel0 (media: $m, producer: $c) isa produced_by; $c has production_company_name $production_company_name_c; fetch { ""name"": $production_company_name_c };",Missing original_language relation to filter by Spanish
516,Which movies have a popularity less than 5 and more than 2?,MATCH (m:Movie) WHERE m.popularity < 5 AND m.popularity > 2 RETURN m,match $m isa movie; $m has popularity $popularity; $popularity < 5; $popularity > 2;,Missing fetch clause
522,List all movies that have an average vote of exactly 7.7.,MATCH (m:Movie) WHERE m.average_vote = 7.7 RETURN m.title,"match $m isa movie; $m has average_vote $average_vote; $m has title $title; fetch { ""title"": $title };",Missing filter for average_vote = 7.7
523,What are the movies with a poster path that ends with 'T4B.jpg'?,MATCH (m:Movie) WHERE m.poster_path ENDS WITH 'T4B.jpg' RETURN m.title,"match $m isa movie; $m has poster_path $poster_path; $m has title $title; fetch { ""title"": $title };",Missing ENDS WITH filter for 'T4B.jpg'
524,Which movies have been produced by companies based in 'France'?,MATCH (m:Movie)-[:PRODUCED_BY]->(c:ProductionCompany)-[:PRODUCED_IN_COUNTRY]->(country:Country {name: 'France'}) RETURN m.title,"match $m isa movie; $c isa production_company; $country isa country, has country_name 'France'; $rel0 (media: $m, producer: $c) isa produced_by; $m has title $title_m; fetch { ""title"": $title_m };",Missing produced_in_country relation between production company and France
525,List the movies that have been rated exactly 5.0.,MATCH (m:Movie)<-[r:RATED]-(u:User) WHERE r.rating = 5.0 RETURN m.title,"match $m isa movie; $u isa user; $r (rated_media: $m, reviewer: $u) isa rated, has rating $rating; $m has title $title_m; fetch { ""title"": $title_m, ""rating"": $rating };
  $rating == 5.0;",Missing filter for rating = 5.0
526,What are the movies directed by 'Christopher Nolan'?,MATCH (p:Person {name: 'Christopher Nolan'})-[:CREW_FOR {job: 'Director'}]->(m:Movie) RETURN m.title,"match $p isa person, has person_name 'Christopher Nolan'; $m isa movie; $rel0 (crew_member: $p, film: $m) isa crew_for, has job ""Director""; $m has title $title_m; fetch { ""title"": $title_m };",Missing filter for job = 'Director'
528,List the movies that have been produced in more than three countries.,"MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(c:Country) WITH m, count(c) AS num_countries WHERE num_countries > 3 RETURN m.title AS movie, num_countries","match $m isa movie; $c isa country; $rel0 (media: $m, country: $c) isa produced_in_country; $m has title $title_m; reduce $count = count($c); fetch { ""count"": $count };",Wrong output - returns count instead of movie titles; missing filter for count > 3
529,Which movies have a budget less than 1 million USD and have won an award?,MATCH (m:Movie) WHERE m.budget < 1000000 AND exists{ (m)<-[:AWARDED_TO]-() } RETURN m,match $m isa movie; $m has budget $budget; $budget < 1000000;,Missing award check; missing fetch clause
530,List all movies that have a revenue of zero but have been highly rated.,"MATCH (m:Movie) WHERE m.revenue = 0 AND m.average_vote >= 7.0 RETURN m.title, m.average_vote, m.revenue","match $m isa movie; $m has revenue $revenue; $m has average_vote $average_vote; $m has title $title; $average_vote >= 7.0; fetch { ""title"": $title, ""average_vote"": $average_vote, ""revenue"": $revenue };
  $revenue == 0;",Missing filter for revenue = 0
533,List all movies where the spoken language includes both English and Spanish.,MATCH (m:Movie)-[:SPOKEN_IN_LANGUAGE]->(l1:Language {name: 'English'}) WHERE exists{ (m)-[:SPOKEN_IN_LANGUAGE]->(:Language {name: 'Spanish'}) } RETURN m.title,"match $m isa movie; $l1 isa language, has language_name 'English'; $rel0 (media: $m, language: $l1) isa spoken_in_language; $m has title $title_m; fetch { ""title"": $title_m };",Missing EXISTS check for Spanish
536,List all movies that have an average_vote less than 3.,MATCH (m:Movie) WHERE m.average_vote < 3 RETURN m,match $m isa movie; $m has average_vote $average_vote; $average_vote < 3;,Missing fetch clause
538,List the movies that have a revenue greater than their budget.,"MATCH (m:Movie) WHERE m.revenue > m.budget RETURN m.title, m.budget, m.revenue","match $m isa movie; $m has revenue $revenue; $m has budget $budget; $m has title $title; fetch { ""title"": $title, ""budget"": $budget, ""revenue"": $revenue };",Missing comparison filter revenue > budget
542,List the movies with a release date on '1995-10-30'.,"MATCH (m:Movie) WHERE m.release_date = date('1995-10-30') RETURN m.title, m.release_date","match $m isa movie; $m has release_date $release_date; $m has title $title; fetch { ""title"": $title, ""release_date"": $release_date };",Missing date filter for '1995-10-30'
543,Which movies have a title that starts with 'The'?,MATCH (m:Movie) WHERE m.title STARTS WITH 'The' RETURN m.title,"match $m isa movie; $m has title $title; fetch { ""title"": $title };",Missing STARTS WITH filter for 'The'
